Corrida con 
individuos : 40
cr : 0.9
f = 0.3
1: Viorest: 0.0019493, aptitud: 1000, vector: 0.480831    0.0517471     0.478882     0.359539     -43.6813
976: Viorest: 0, aptitud: 0.40514, vector: 0.46785    0.057678      0.4899     0.33191    -0.28068
977: Viorest: 0, aptitud: 0.40514, vector: 0.46785    0.057678      0.4899     0.33191    -0.28068
978: Viorest: 0, aptitud: 0.40514, vector: 0.46785    0.057678      0.4899     0.33191    -0.28068
979: Viorest: 0, aptitud: 0.40514, vector: 0.46785    0.057678      0.4899     0.33191    -0.28068
980: Viorest: 0, aptitud: 0.40514, vector: 0.46785    0.057678      0.4899     0.33191    -0.28068
981: Viorest: 0, aptitud: 0.40514, vector: 0.46785    0.057678      0.4899     0.33191    -0.28068
982: Viorest: 0, aptitud: 0.40514, vector: 0.46785    0.057678      0.4899     0.33191    -0.28068
983: Viorest: 0, aptitud: 0.40514, vector: 0.46785    0.057678      0.4899     0.33191    -0.28068
984: Viorest: 0, aptitud: 0.40514, vector: 0.46785    0.057678      0.4899     0.33191    -0.28068
985: Viorest: 0, aptitud: 0.40514, vector: 0.46785    0.057678      0.4899     0.33191    -0.28068
986: Viorest: 0, aptitud: 0.40514, vector: 0.46785    0.057678      0.4899     0.33191    -0.28068
987: Viorest: 0, aptitud: 0.40514, vector: 0.46785    0.057678      0.4899     0.33191    -0.28068
988: Viorest: 0, aptitud: 0.40514, vector: 0.46785    0.057678      0.4899     0.33191    -0.28068
989: Viorest: 0, aptitud: 0.40514, vector: 0.46785    0.057678      0.4899     0.33191    -0.28068
990: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
991: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
992: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
993: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
994: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
995: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
996: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
997: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
998: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
999: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1000: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1001: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1002: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1003: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1004: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1005: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1006: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1007: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1008: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1009: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1010: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1011: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1012: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1013: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1014: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1015: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1016: Viorest: 0, aptitud: 0.4009, vector: 0.47582    0.053571     0.49574     0.34968    -0.31012
1017: Viorest: 0, aptitud: 0.3992, vector: 0.47959    0.054412     0.49884     0.35291    -0.30813
1018: Viorest: 0, aptitud: 0.3992, vector: 0.47959    0.054412     0.49884     0.35291    -0.30813
1019: Viorest: 0, aptitud: 0.3992, vector: 0.47959    0.054412     0.49884     0.35291    -0.30813
1020: Viorest: 0, aptitud: 0.3992, vector: 0.47959    0.054412     0.49884     0.35291    -0.30813
1021: Viorest: 0, aptitud: 0.3992, vector: 0.47959    0.054412     0.49884     0.35291    -0.30813
1022: Viorest: 0, aptitud: 0.3992, vector: 0.47959    0.054412     0.49884     0.35291    -0.30813
1023: Viorest: 0, aptitud: 0.3992, vector: 0.47959    0.054412     0.49884     0.35291    -0.30813
1024: Viorest: 0, aptitud: 0.3992, vector: 0.47959    0.054412     0.49884     0.35291    -0.30813
1025: Viorest: 0, aptitud: 0.3992, vector: 0.47959    0.054412     0.49884     0.35291    -0.30813
1026: Viorest: 0, aptitud: 0.38683, vector: 0.47498    0.053071     0.49553     0.33654    -0.29252
1027: Viorest: 0, aptitud: 0.38683, vector: 0.47498    0.053071     0.49553     0.33654    -0.29252
1028: Viorest: 0, aptitud: 0.38683, vector: 0.47498    0.053071     0.49553     0.33654    -0.29252
1029: Viorest: 0, aptitud: 0.38683, vector: 0.47498    0.053071     0.49553     0.33654    -0.29252
1030: Viorest: 0, aptitud: 0.38683, vector: 0.47498    0.053071     0.49553     0.33654    -0.29252
1031: Viorest: 0, aptitud: 0.38683, vector: 0.47498    0.053071     0.49553     0.33654    -0.29252
1032: Viorest: 0, aptitud: 0.38683, vector: 0.47498    0.053071     0.49553     0.33654    -0.29252
1033: Viorest: 0, aptitud: 0.37036, vector: 0.47012     0.05329     0.48778     0.32666    -0.28685
1034: Viorest: 0, aptitud: 0.37036, vector: 0.47012     0.05329     0.48778     0.32666    -0.28685
1035: Viorest: 0, aptitud: 0.37036, vector: 0.47012     0.05329     0.48778     0.32666    -0.28685
1036: Viorest: 0, aptitud: 0.37036, vector: 0.47012     0.05329     0.48778     0.32666    -0.28685
1037: Viorest: 0, aptitud: 0.37036, vector: 0.47012     0.05329     0.48778     0.32666    -0.28685
1038: Viorest: 0, aptitud: 0.37036, vector: 0.47012     0.05329     0.48778     0.32666    -0.28685
1039: Viorest: 0, aptitud: 0.37036, vector: 0.47012     0.05329     0.48778     0.32666    -0.28685
1040: Viorest: 0, aptitud: 0.37036, vector: 0.47012     0.05329     0.48778     0.32666    -0.28685
1041: Viorest: 0, aptitud: 0.37036, vector: 0.47012     0.05329     0.48778     0.32666    -0.28685
1042: Viorest: 0, aptitud: 0.37036, vector: 0.47012     0.05329     0.48778     0.32666    -0.28685
1043: Viorest: 0, aptitud: 0.36173, vector: 0.47675    0.058109     0.49487     0.31398    -0.26451
1044: Viorest: 0, aptitud: 0.35374, vector: 0.47687    0.050197     0.49497     0.32278    -0.28426
1045: Viorest: 0, aptitud: 0.33033, vector: 0.46732    0.051159     0.48903     0.26421    -0.19404
1046: Viorest: 0, aptitud: 0.33033, vector: 0.46732    0.051159     0.48903     0.26421    -0.19404
1047: Viorest: 0, aptitud: 0.32633, vector: 0.47487    0.051282     0.49495     0.27954    -0.21377
1048: Viorest: 0, aptitud: 0.32633, vector: 0.47487    0.051282     0.49495     0.27954    -0.21377
1049: Viorest: 0, aptitud: 0.31761, vector: 0.48081    0.054705     0.49969     0.26435    -0.19313
1050: Viorest: 0, aptitud: 0.31761, vector: 0.48081    0.054705     0.49969     0.26435    -0.19313
1051: Viorest: 0, aptitud: 0.31761, vector: 0.48081    0.054705     0.49969     0.26435    -0.19313
1052: Viorest: 0, aptitud: 0.31161, vector: 0.47785     0.05383     0.49665     0.24961    -0.17544
1053: Viorest: 0, aptitud: 0.31056, vector: 0.47696    0.050185     0.49859     0.22427     -0.1319
1054: Viorest: 0, aptitud: 0.31056, vector: 0.47696    0.050185     0.49859     0.22427     -0.1319
1055: Viorest: 0, aptitud: 0.30923, vector: 0.48105     0.05006      0.4984     0.28357    -0.22706
1056: Viorest: 0, aptitud: 0.30056, vector: 0.48018    0.050593     0.49974     0.24157    -0.15785
1057: Viorest: 0, aptitud: 0.30056, vector: 0.48018    0.050593     0.49974     0.24157    -0.15785
1058: Viorest: 0, aptitud: 0.30056, vector: 0.48018    0.050593     0.49974     0.24157    -0.15785
1059: Viorest: 0, aptitud: 0.30035, vector: 0.48006    0.050504     0.49982      0.2353    -0.14764
1060: Viorest: 0, aptitud: 0.29621, vector: 0.48005    0.050341     0.49901     0.23774    -0.15763
1061: Viorest: 0, aptitud: 0.29199, vector: 0.48105    0.050211     0.49943     0.23517    -0.15405
1062: Viorest: 0, aptitud: 0.28345, vector: 0.48269    0.050572     0.49919      0.2353    -0.16621
1063: Viorest: 0, aptitud: 0.27233, vector: 0.48549    0.050341     0.49983     0.24166    -0.18337
1064: Viorest: 0, aptitud: 0.26511, vector: 0.48733    0.050613     0.49979      0.2458    -0.19592
1065: Viorest: 0, aptitud: 0.24148, vector: 0.49172    0.050129     0.49986     0.24056    -0.20354
1066: Viorest: 0, aptitud: 0.22327, vector: 0.49624    0.050074      0.4999     0.24644    -0.22561
1067: Viorest: 0, aptitud: 0.21478, vector: 0.49812    0.050076      0.4998      0.2457    -0.23573
1068: Viorest: 0, aptitud: 0.2083, vector: 0.4995    0.050138     0.49979      0.2423    -0.24093
1069: Viorest: 0, aptitud: 0.2083, vector: 0.4995    0.050138     0.49979      0.2423    -0.24093
1070: Viorest: 0, aptitud: 0.2067, vector: 0.49971    0.050295     0.49974     0.23776    -0.23759
1071: Viorest: 0, aptitud: 0.2067, vector: 0.49971    0.050295     0.49974     0.23776    -0.23759
1072: Viorest: 0, aptitud: 0.20592, vector: 0.49955    0.050106     0.49976     0.23362    -0.23425
1073: Viorest: 0, aptitud: 0.20568, vector: 0.49954    0.050153     0.49972     0.23137      -0.232
1074: Viorest: 0, aptitud: 0.20504, vector: 0.49969    0.050092     0.49978     0.23129    -0.23241
1075: Viorest: 0, aptitud: 0.20487, vector: 0.49983    0.050075     0.49985     0.23284    -0.23314
1076: Viorest: 0, aptitud: 0.20444, vector: 0.49965    0.050009     0.49973     0.22899    -0.22909
1077: Viorest: 0, aptitud: 0.20441, vector: 0.49972    0.050033     0.49979     0.22831    -0.22842
1078: Viorest: 0, aptitud: 0.20402, vector: 0.49951    0.050004     0.49954     0.22338    -0.22221
1079: Viorest: 0, aptitud: 0.20396, vector: 0.49954    0.050005     0.49955     0.22246    -0.22121
1080: Viorest: 0, aptitud: 0.20391, vector: 0.4996    0.050006      0.4996     0.22326    -0.22334
1081: Viorest: 0, aptitud: 0.20391, vector: 0.4996    0.050006      0.4996     0.22326    -0.22334
1082: Viorest: 0, aptitud: 0.2039, vector: 0.4996    0.050001     0.49961      0.2251    -0.22382
1083: Viorest: 0, aptitud: 0.20388, vector: 0.49959    0.050002     0.49959     0.22317    -0.22427
1084: Viorest: 0, aptitud: 0.20387, vector: 0.4996    0.050002      0.4996      0.2237     -0.2244
1085: Viorest: 0, aptitud: 0.20387, vector: 0.49965    0.050002     0.49965     0.22434    -0.22393
1086: Viorest: 0, aptitud: 0.20385, vector: 0.49965    0.050001     0.49965     0.22303    -0.22425
1087: Viorest: 0, aptitud: 0.20384, vector: 0.49966    0.050001     0.49966     0.22265     -0.2226
1088: Viorest: 0, aptitud: 0.20382, vector: 0.49971    0.050001     0.49971      0.2226    -0.22319
1089: Viorest: 0, aptitud: 0.20381, vector: 0.49975    0.050001     0.49975      0.2226    -0.22109
1090: Viorest: 0, aptitud: 0.2038, vector: 0.49976    0.050001     0.49976     0.22321    -0.22079
1091: Viorest: 0, aptitud: 0.20377, vector: 0.49985    0.050001     0.49985      0.2231    -0.21836
1092: Viorest: 0, aptitud: 0.20373, vector: 0.49996    0.050001     0.49997     0.22321    -0.21662
1093: Viorest: 0, aptitud: 0.20372, vector: 0.49999        0.05         0.5      0.2227    -0.21593
1094: Viorest: 0, aptitud: 0.20371, vector: 0.49999    0.050001         0.5     0.22269    -0.21777
1095: Viorest: 0, aptitud: 0.20371, vector: 0.49999    0.050001     0.49999     0.22289    -0.21758
1096: Viorest: 0, aptitud: 0.20371, vector: 0.49999    0.050001         0.5     0.22291    -0.21459
1097: Viorest: 0, aptitud: 0.2037, vector: 0.5    0.050001         0.5     0.22304    -0.21476
1098: Viorest: 0, aptitud: 0.2037, vector: 0.49999        0.05         0.5     0.22326    -0.21831
1099: Viorest: 0, aptitud: 0.2037, vector: 0.5        0.05         0.5     0.22315    -0.21526
1100: Viorest: 0, aptitud: 0.2037, vector: 0.5        0.05         0.5     0.22315    -0.21526
1101: Viorest: 0, aptitud: 0.2037, vector: 0.5        0.05         0.5     0.22348     -0.2173
1102: Viorest: 0, aptitud: 0.2037, vector: 0.5        0.05         0.5     0.22348     -0.2173
1103: Viorest: 0, aptitud: 0.2037, vector: 0.5        0.05         0.5     0.22348     -0.2173
1104: Viorest: 0, aptitud: 0.2037, vector: 0.5        0.05         0.5     0.22348     -0.2173
1105: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22323    -0.21587
1106: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22323    -0.21587
1107: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22315      -0.216
1108: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22325    -0.21477
1109: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22332    -0.21605
1110: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22326     -0.2157
1111: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22326     -0.2157
1112: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22338    -0.21509
1113: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21502
1114: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22335     -0.2149
1115: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1116: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22335    -0.21481
1117: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22335    -0.21481
1118: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22335    -0.21481
1119: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22337    -0.21503
1120: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22337    -0.21503
1121: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22337    -0.21503
1122: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336     -0.2152
1123: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22335    -0.21499
1124: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22335    -0.21499
1125: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21503
1126: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21503
1127: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21503
1128: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21503
1129: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21503
1130: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21497
1131: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21497
1132: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22335    -0.21496
1133: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21497
1134: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21494
1135: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21492
1136: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336      -0.215
1137: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21497
1138: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21497
1139: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21497
1140: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21497
1141: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21512
1142: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21512
1143: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21509
1144: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21509
1145: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1146: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1147: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1148: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1149: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21505
1150: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336     -0.2148
1151: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21533
1152: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21533
1153: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21513
1154: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336     -0.2152
1155: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21527
1156: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21527
1157: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336     -0.2153
1158: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336     -0.2153
1159: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21518
1160: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21488
1161: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21497
1162: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21486
1163: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21484
1164: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21477
1165: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21499
1166: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21499
1167: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21499
1168: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336     -0.2148
1169: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1170: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21506
1171: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21508
1172: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21508
1173: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21508
1174: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21509
1175: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21498
1176: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21508
1177: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21509
1178: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21509
1179: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21516
1180: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1181: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21512
1182: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21519
1183: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21519
1184: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21519
1185: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1186: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
1187: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21519
1188: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21519
1189: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21519
1190: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21519
1191: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21519
1192: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21519
1193: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21508
1194: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21508
1195: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21508
1196: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1197: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1198: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1199: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1200: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1201: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1202: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21514
1203: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1204: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1205: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1206: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1207: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1208: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1209: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1210: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1211: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1212: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1213: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1214: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1215: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1216: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1217: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1218: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1219: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1220: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1221: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1222: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1223: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21515
1224: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1225: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1226: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1227: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1228: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1229: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1230: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1231: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1232: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1233: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1234: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1235: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1236: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1237: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1238: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1239: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1240: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1241: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1242: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1243: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1244: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1245: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1246: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1247: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1248: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1249: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1250: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1251: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21526
1252: Viorest: 0, aptitud: 0.20369, vector: 0.5        0.05         0.5     0.22336    -0.21517
